Nom de la demande:Toulouse_2010-2013
Pas de temps:Journalier
Date de début:01/01/2010
Date de fin:31/12/2013
Série:31035001

ETPP:EVAPOTRANSPIRATION PENMAN (MILLIMETRES)
RG:RAYONNEMENT GLOBAL (JOULES/CM2)
RR:HAUTEUR DES PRECIPITATIONS (MILLIMETRES)
TM:TEMPERATURE MOYENNE (DEGRES CELSIUS)
TN:TEMPERATURE MINIMALE (DEGRES CELSIUS)
TX:TEMPERATURE MAXIMALE (DEGRES CELSIUS)

NUM_POSTE;AN;MOIS;JOUR;ETPP;RG;RR;TM;TN;TX;
31035002;2011;1;4;0.3;706;0.5;2.4;-0.8;5.7;
31035002;2011;1;5;0.4;645;0.0;5.6;1.3;9.4;
31035002;2011;1;6;0.3;284;0.0;10.2;6.5;12.0;
31035002;2011;1;7;0.7;347;0.0;11.5;10.0;13.7;
31035002;2011;1;8;0.9;423;0.0;11.7;10.2;14.5;
31035002;2011;1;9;0.3;133;8.5;7.7;6.5;10.1;
31035002;2011;1;10;0.0;843;2.5;2.7;-1.4;8.7;
31035002;2011;1;11;0.2;390;10.0;8.3;0.6;13.1;
31035002;2011;1;12;0.2;107;3.0;9.9;7.5;12.1;
31035002;2011;1;13;0.6;578;0.5;11.3;10.1;16.0;
31035002;2011;1;14;0.3;606;0.0;6.8;4.4;13.3;
31035002;2011;1;15;0.2;757;0.0;7.0;3.3;14.6;
31035002;2011;1;16;0.0;848;0.5;7.7;0.1;12.9;
31035002;2011;1;17;0.6;695;0.0;9.4;6.5;14.7;
31035002;2011;1;18;0.3;720;0.0;8.6;4.2;15.0;
31035002;2011;1;19;0.5;769;0.5;6.8;5.6;10.8;
31035002;2011;1;20;0.4;960;0.0;1.9;-2.8;6.6;
31035002;2011;1;21;0.9;663;0.0;0.8;-1.4;3.9;
31035002;2011;1;22;0.7;387;0.0;-1.5;-3.6;0.0;
31035002;2011;1;23;0.4;790;0.0;-0.7;-3.9;3.1;
31035002;2011;1;24;0.3;1033;0.0;-1.0;-5.3;4.5;
31035002;2011;1;25;0.3;609;0.0;-0.3;-6.3;4.3;
31035002;2011;1;26;0.4;519;0.0;0.6;-3.3;5.6;
31035002;2011;1;27;0.4;780;0.0;3.2;-4.0;9.3;
31035002;2011;1;28;1.2;915;0.0;6.9;1.2;10.5;
31035002;2011;1;29;0.2;115;10.0;4.9;3.3;6.0;
31035002;2011;1;30;0.2;162;0.0;4.0;2.7;5.3;
31035002;2011;1;31;0.6;324;0.0;1.2;-0.1;2.9;
31035002;2011;2;1;0.3;169;0.0;-0.4;-2.3;1.0;
31035002;2011;2;2;0.7;595;0.0;2.1;-1.5;5.7;
31035002;2011;2;3;0.8;469;0.0;7.6;4.5;10.8;
31035002;2011;2;4;1.0;643;0.0;9.1;7.0;13.2;
31035002;2011;2;5;0.5;1044;0.0;6.1;0.0;13.7;
31035002;2011;2;6;0.6;778;0.5;2.6;-2.1;12.8;
31035002;2011;2;7;0.7;1153;0.0;5.7;-2.6;14.6;
31035002;2011;2;8;0.8;1130;0.5;7.4;0.2;15.3;
31035002;2011;2;9;0.9;1187;0.0;6.2;-1.5;14.7;
31035002;2011;2;10;1.0;949;0.0;6.2;1.7;13.2;
31035002;2011;2;11;1.5;1075;0.0;8.2;5.5;13.0;
31035002;2011;2;12;0.8;1044;0.5;7.5;0.3;15.1;
31035002;2011;2;13;0.7;906;0.0;6.2;1.4;12.1;
31035002;2011;2;14;0.9;722;1.5;7.0;3.9;10.7;
31035002;2011;2;15;1.3;1101;0.0;9.2;3.3;15.1;
31035002;2011;2;16;1.5;1180;0.0;9.2;4.6;14.7;
31035002;2011;2;17;0.6;445;0.0;7.5;2.5;10.5;
31035002;2011;2;18;1.7;981;0.0;8.8;7.7;14.3;
31035002;2011;2;19;0.8;626;6.0;7.0;-0.5;14.8;
31035002;2011;2;20;1.4;956;0.0;8.8;8.0;13.4;
31035002;2011;2;21;0.7;587;13.0;9.1;3.4;11.8;
31035002;2011;2;22;0.7;243;4.0;8.7;7.3;10.0;
31035002;2011;2;23;1.0;915;1.0;9.1;6.3;12.3;
31035002;2011;2;24;1.3;762;1.0;11.3;9.5;14.2;
31035002;2011;2;25;1.4;588;0.0;10.7;10.1;14.5;
31035002;2011;2;26;0.6;387;7.5;9.6;4.4;12.1;
31035002;2011;2;27;1.8;1054;2.0;7.2;6.3;10.4;
31035002;2011;2;28;1.4;889;0.0;6.0;2.9;9.4;
31035002;2011;3;1;1.2;554;0.5;4.9;3.5;6.7;
31035002;2011;3;2;0.7;207;0.0;4.8;4.5;6.0;
31035002;2011;3;3;1.0;713;1.5;3.7;2.1;7.5;
31035002;2011;3;4;1.5;1550;0.5;6.3;-0.5;13.1;
31035002;2011;3;5;1.5;1588;0.0;7.9;-0.3;15.4;
31035002;2011;3;6;1.6;1606;0.0;7.6;-0.1;15.5;
31035002;2011;3;7;2.0;1669;0.0;8.3;-1.4;17.8;
31035002;2011;3;8;3.8;1633;0.0;9.9;8.7;13.0;
31035002;2011;3;9;2.5;1467;0.0;9.9;7.1;15.6;
31035002;2011;3;10;1.2;1177;0.0;7.0;1.1;13.7;
31035002;2011;3;11;1.8;1468;0.0;7.6;-0.1;15.5;
31035002;2011;3;12;1.6;224;7.0;10.9;9.8;11.7;
31035002;2011;3;13;1.7;1116;0.5;12.1;8.7;17.0;
31035002;2011;3;14;2.7;1180;0.0;13.0;10.1;16.1;
31035002;2011;3;15;1.9;546;11.0;13.0;12.0;15.0;
31035002;2011;3;16;1.3;725;26.5;11.7;10.0;15.1;
31035002;2011;3;17;2.1;664;0.5;11.2;10.2;13.3;
31035002;2011;3;18;2.5;1531;0.0;11.4;7.0;15.2;
31035002;2011;3;19;2.1;912;0.0;11.9;9.7;15.1;
31035002;2011;3;20;2.5;1845;0.0;10.3;6.5;15.4;
31035002;2011;3;21;2.4;1918;0.0;9.9;3.0;17.1;
31035002;2011;3;22;3.6;1991;0.0;11.2;6.3;16.5;
31035002;2011;3;23;3.6;2057;0.0;11.9;4.5;18.6;
31035002;2011;3;24;4.2;2067;0.5;12.6;6.5;18.3;
31035002;2011;3;25;3.5;1788;0.0;12.1;8.6;17.6;
31035002;2011;3;26;3.2;1861;0.0;13.4;7.3;20.7;
31035002;2011;3;27;2.3;926;4.5;12.6;11.0;17.9;
31035002;2011;3;28;1.4;817;0.5;11.5;9.7;13.5;
31035002;2011;3;29;2.1;1358;9.0;11.0;7.0;17.2;
31035002;2011;3;30;2.0;1250;7.0;11.9;7.7;16.0;
31035002;2011;3;31;1.4;617;0.0;13.6;10.4;17.5;
31035002;2011;4;1;3.4;2162;0.0;15.1;6.5;24.7;
31035002;2011;4;2;3.8;2126;0.0;14.4;11.2;18.6;
31035002;2011;4;3;1.4;471;0.0;13.8;12.8;16.4;
31035002;2011;4;4;2.8;1524;0.0;12.9;10.2;17.6;
31035002;2011;4;5;3.1;2288;0.0;13.1;4.1;22.4;
31035002;2011;4;6;4.2;2345;0.0;16.2;5.1;25.4;
31035002;2011;4;7;4.3;2318;0.0;18.4;9.8;28.3;
31035002;2011;4;8;4.0;2328;0.0;18.7;8.9;28.5;
31035002;2011;4;9;4.3;2318;0.0;18.8;7.9;29.2;
31035002;2011;4;10;2.2;756;0.0;15.1;13.4;18.0;
31035002;2011;4;11;2.9;1287;1.0;15.5;12.8;19.2;
31035002;2011;4;12;2.9;1146;1.5;13.6;11.5;17.9;
31035002;2011;4;13;3.3;2313;0.0;11.6;3.4;18.9;
31035002;2011;4;14;3.9;2401;0.0;13.5;5.6;20.1;
31035002;2011;4;15;4.0;2434;0.0;13.4;7.3;18.7;
31035002;2011;4;16;3.6;2456;0.0;13.0;4.2;21.3;
31035002;2011;4;17;4.3;2481;0.0;14.3;5.6;22.1;
31035002;2011;4;18;5.6;2489;0.0;15.6;11.4;22.7;
31035002;2011;4;19;5.4;2046;0.0;14.7;10.7;20.0;
31035002;2011;4;20;6.1;2437;0.0;15.6;11.8;20.6;
31035002;2011;4;21;6.5;2508;0.0;16.3;12.7;21.5;
31035002;2011;4;22;6.1;2291;0.0;15.2;12.6;19.8;
31035002;2011;4;23;1.6;707;5.0;13.0;10.8;16.8;
31035002;2011;4;24;3.9;2106;0.0;16.1;12.1;21.4;
31035002;2011;4;25;3.5;1792;18.5;15.9;11.7;22.8;
31035002;2011;4;26;4.2;2044;0.0;17.3;13.1;22.7;
31035002;2011;4;27;4.4;2197;0.0;16.9;12.9;22.6;
31035002;2011;4;28;4.2;2424;0.0;15.6;9.1;21.4;
31035002;2011;4;29;4.2;2542;0.0;14.8;7.8;20.9;
31035002;2011;4;30;5.5;2641;0.0;16.5;12.3;21.8;
31035002;2011;5;1;5.3;2380;0.0;17.1;12.7;23.4;
31035002;2011;5;2;3.7;1583;7.0;16.6;12.9;21.9;
31035002;2011;5;3;2.6;1110;7.5;15.9;13.1;19.8;
31035002;2011;5;4;3.3;1696;0.0;15.5;11.5;20.9;
31035002;2011;5;5;4.8;2649;0.0;17.2;8.7;24.4;
31035002;2011;5;6;6.0;2536;0.0;17.7;14.4;21.7;
31035002;2011;5;7;3.5;733;0.0;16.5;15.6;18.0;
31035002;2011;5;8;4.7;2295;0.0;19.0;14.0;25.4;
31035002;2011;5;9;5.3;2758;0.0;18.9;11.2;26.5;
31035002;2011;5;10;5.4;2311;0.0;18.6;13.4;25.5;
31035002;2011;5;11;5.3;2799;0.0;20.1;10.4;29.1;
31035002;2011;5;12;3.8;1891;0.0;19.1;15.3;22.5;
31035002;2011;5;13;4.9;2380;0.0;20.8;15.5;28.0;
31035002;2011;5;14;1.4;500;4.0;15.0;13.9;17.1;
31035002;2011;5;15;4.8;2365;0.0;14.5;10.4;19.8;
31035002;2011;5;16;4.6;2888;0.0;15.4;6.5;22.3;
31035002;2011;5;17;4.9;2903;0.0;18.3;7.7;26.7;
31035002;2011;5;18;6.0;2892;0.0;19.2;10.4;27.2;
31035002;2011;5;19;6.1;2848;0.0;19.2;13.1;26.4;
31035002;2011;5;20;4.9;2661;0.0;19.8;9.7;27.9;
31035002;2011;5;21;5.3;2630;0.0;20.8;14.3;28.8;
31035002;2011;5;22;2.9;980;0.0;18.0;15.1;21.7;
31035002;2011;5;23;5.5;3026;0.5;20.1;10.3;29.3;
31035002;2011;5;24;5.9;2975;0.0;20.7;11.4;27.6;
31035002;2011;5;25;5.9;2994;0.0;22.3;13.7;31.2;
31035002;2011;5;26;2.6;783;0.0;19.1;14.7;22.6;
31035002;2011;5;27;3.5;1258;0.0;15.9;12.5;19.9;
31035002;2011;5;28;5.3;3067;0.0;17.3;8.6;24.4;
31035002;2011;5;29;5.8;3091;0.0;20.3;7.4;30.1;
31035002;2011;5;30;4.4;1864;16.0;19.4;15.7;25.4;
31035002;2011;5;31;3.3;1218;3.5;15.0;12.9;18.6;
31035002;2011;6;1;4.0;1573;3.0;12.8;9.8;17.9;
31035002;2011;6;2;1.7;812;4.5;12.9;10.6;15.4;
31035002;2011;6;3;3.9;2232;2.0;16.5;9.3;24.2;
31035002;2011;6;4;2.5;1258;1.5;16.6;12.1;21.9;
31035002;2011;6;5;4.3;2124;0.0;18.3;13.4;24.2;
31035002;2011;6;6;5.4;2468;0.5;19.2;15.2;25.0;
31035002;2011;6;7;1.3;484;17.0;15.0;13.7;18.3;
31035002;2011;6;8;3.1;1371;3.0;14.9;12.8;19.4;
31035002;2011;6;9;3.7;2090;0.5;16.2;10.9;21.1;
31035002;2011;6;10;2.5;1023;0.5;15.4;13.4;19.8;
31035002;2011;6;11;3.9;2017;0.0;16.2;11.9;21.2;
31035002;2011;6;12;4.8;2630;0.0;19.5;10.2;27.2;
31035002;2011;6;13;4.3;2192;0.5;20.3;14.8;24.5;
31035002;2011;6;14;5.5;2707;0.0;21.9;14.9;27.8;
31035002;2011;6;15;5.7;2863;0.0;23.0;14.5;30.0;
31035002;2011;6;16;1.8;608;1.0;18.3;16.9;20.7;
31035002;2011;6;17;4.8;2199;2.0;20.4;13.9;27.6;
31035002;2011;6;18;3.5;1386;0.5;16.4;13.6;21.4;
31035002;2011;6;19;5.0;2790;0.0;17.7;9.0;24.4;
31035002;2011;6;20;5.6;3018;0.0;21.7;10.6;30.7;
31035002;2011;6;21;5.1;2401;1.5;22.8;14.6;30.9;
31035002;2011;6;22;1.8;582;1.0;18.7;17.8;20.8;
31035002;2011;6;23;3.6;1369;0.0;18.1;15.3;21.6;
31035002;2011;6;24;6.2;2967;0.0;18.2;13.7;23.4;
31035002;2011;6;25;5.8;3066;0.0;21.7;10.3;31.0;
31035002;2011;6;26;7.8;3067;0.0;25.5;14.6;33.7;
31035002;2011;6;27;8.3;2981;0.0;24.4;18.8;31.2;
31035002;2011;6;28;3.4;1105;2.0;20.8;18.5;24.2;
31035002;2011;6;29;3.0;995;0.0;17.8;14.8;22.1;
31035002;2011;6;30;6.6;3101;0.0;20.3;13.9;26.5;
31035002;2011;7;1;6.4;3118;0.0;21.1;13.7;27.4;
31035002;2011;7;2;5.9;3082;0.0;21.1;10.0;29.9;
31035002;2011;7;3;5.7;2313;0.0;22.4;12.6;31.4;
31035002;2011;7;4;3.4;1153;0.0;20.9;18.2;25.7;
31035002;2011;7;5;6.3;2994;0.0;23.8;13.0;32.3;
31035002;2011;7;6;3.4;1143;0.0;20.6;16.8;24.4;
31035002;2011;7;7;4.6;1779;0.0;19.9;16.5;25.6;
31035002;2011;7;8;5.8;2997;0.0;21.1;13.3;29.4;
31035002;2011;7;9;5.5;2639;0.0;22.6;13.6;29.7;
31035002;2011;7;10;5.4;2388;0.0;23.6;17.2;29.4;
31035002;2011;7;11;7.0;2907;0.0;26.2;17.3;34.0;
31035002;2011;7;12;4.5;1619;28.5;22.7;20.1;28.0;
31035002;2011;7;13;2.4;862;1.5;17.8;16.4;20.7;
31035002;2011;7;14;5.0;2200;0.0;19.4;15.6;24.4;
31035002;2011;7;15;5.6;2930;0.0;20.6;13.1;27.3;
31035002;2011;7;16;5.1;2455;8.5;22.3;14.3;29.2;
31035002;2011;7;17;3.1;1156;2.0;17.4;15.0;20.9;
31035002;2011;7;18;4.1;1892;5.5;17.4;13.1;22.7;
31035002;2011;7;19;4.2;1842;9.0;16.3;14.2;20.6;
31035002;2011;7;20;3.9;1817;0.0;17.3;13.0;22.4;
31035002;2011;7;21;4.1;1629;0.0;19.1;14.4;23.5;
31035002;2011;7;22;4.3;1806;0.5;18.1;15.3;22.2;
31035002;2011;7;23;5.1;2231;0.5;18.0;13.7;23.1;
31035002;2011;7;24;2.5;1125;1.5;16.1;12.9;19.3;
31035002;2011;7;25;1.9;807;16.0;18.3;16.6;20.8;
31035002;2011;7;26;2.7;1083;13.0;19.0;17.8;22.5;
31035002;2011;7;27;5.0;2333;0.0;20.6;16.9;25.4;
31035002;2011;7;28;5.0;2347;0.0;20.4;16.3;25.0;
31035002;2011;7;29;5.4;2887;0.0;20.8;13.3;27.1;
31035002;2011;7;30;4.8;2294;0.0;21.0;13.9;26.7;
31035002;2011;7;31;5.4;2881;0.0;20.4;12.6;26.9;
31035002;2011;8;1;5.7;2812;0.0;21.5;10.6;30.4;
31035002;2011;8;2;6.1;2196;7.0;23.5;20.2;28.6;
31035002;2011;8;3;2.9;1201;0.0;21.4;18.4;25.0;
31035002;2011;8;4;5.2;2555;0.0;22.8;17.1;28.5;
31035002;2011;8;5;4.4;2039;0.0;23.4;15.9;30.8;
31035002;2011;8;6;5.5;2205;5.5;24.0;19.0;32.2;
31035002;2011;8;7;3.3;1426;0.0;19.8;17.2;24.3;
31035002;2011;8;8;4.6;1699;0.0;19.7;17.0;23.7;
31035002;2011;8;9;4.3;2040;0.0;18.0;12.9;23.0;
31035002;2011;8;10;4.7;2760;0.0;19.0;9.7;26.7;
31035002;2011;8;11;5.0;2745;0.0;20.8;10.1;29.9;
31035002;2011;8;12;5.0;2448;0.0;22.6;15.5;29.3;
31035002;2011;8;13;5.0;2400;0.0;23.0;15.9;30.3;
31035002;2011;8;14;3.2;1279;0.0;21.5;18.6;25.7;
31035002;2011;8;15;4.1;1825;0.0;23.4;17.6;28.4;
31035002;2011;8;16;5.2;2446;0.0;24.4;18.0;32.1;
31035002;2011;8;17;6.4;2502;0.0;25.7;17.1;33.6;
31035002;2011;8;18;4.0;1295;0.0;23.7;19.5;30.0;
31035002;2011;8;19;5.7;2424;0.0;26.1;18.4;35.0;
31035002;2011;8;20;6.6;2408;0.0;28.0;17.9;38.3;
31035002;2011;8;21;6.8;2269;0.0;28.2;21.8;36.4;
31035002;2011;8;22;6.0;1869;0.0;26.3;21.9;33.5;
31035002;2011;8;23;3.2;1230;0.0;24.3;19.6;28.7;
31035002;2011;8;24;3.1;1257;0.0;22.7;18.2;26.8;
31035002;2011;8;25;5.4;2174;0.0;24.1;18.5;31.6;
31035002;2011;8;26;1.5;442;9.0;17.9;13.9;22.0;
31035002;2011;8;27;3.9;1870;0.0;17.9;14.2;23.5;
31035002;2011;8;28;3.6;2155;0.0;18.4;9.7;26.0;
31035002;2011;8;29;4.2;2374;0.0;20.2;11.7;27.5;
31035002;2011;8;30;4.3;2333;0.0;21.6;13.0;30.0;
31035002;2011;8;31;4.4;1786;0.0;22.9;17.1;28.4;
31035002;2011;9;1;5.0;1864;0.0;24.8;19.9;29.6;
31035002;2011;9;2;5.1;2020;27.0;25.3;20.8;31.1;
31035002;2011;9;3;3.4;1584;29.5;22.0;18.4;27.7;
31035002;2011;9;4;2.9;1013;0.0;20.4;18.1;25.8;
31035002;2011;9;5;2.9;1118;0.5;19.0;16.1;22.4;
31035002;2011;9;6;3.7;2202;0.0;18.8;12.4;26.6;
31035002;2011;9;7;3.4;1720;0.0;20.0;12.6;26.3;
31035002;2011;9;8;2.1;892;0.0;20.0;16.2;24.8;
31035002;2011;9;9;4.4;2187;0.0;23.5;13.8;33.1;
31035002;2011;9;10;5.7;2143;0.0;24.4;20.8;29.3;
31035002;2011;9;11;2.9;1025;0.0;23.0;20.5;26.1;
31035002;2011;9;12;3.8;2103;0.0;21.3;14.3;28.2;
31035002;2011;9;13;4.0;2106;0.0;23.0;14.0;30.3;
31035002;2011;9;14;3.6;1572;0.0;21.5;19.3;27.1;
31035002;2011;9;15;4.1;1842;0.0;22.7;12.8;31.7;
31035002;2011;9;16;4.6;1790;0.0;24.3;19.6;30.3;
31035002;2011;9;17;2.3;788;1.5;20.2;18.8;22.6;
31035002;2011;9;18;2.2;854;3.0;15.0;13.4;18.4;
31035002;2011;9;19;2.1;899;12.0;14.8;12.7;18.9;
31035002;2011;9;20;2.9;1963;0.0;16.4;9.7;24.0;
31035002;2011;9;21;2.8;1812;0.0;17.5;9.4;27.0;
31035002;2011;9;22;3.1;1910;0.0;18.5;11.0;26.4;
31035002;2011;9;23;3.0;1836;0.0;19.5;10.8;28.1;
31035002;2011;9;24;1.9;664;0.0;19.2;17.8;21.8;
31035002;2011;9;25;3.0;1862;0.0;19.2;11.4;28.5;
31035002;2011;9;26;3.0;1848;0.0;20.3;11.7;30.4;
31035002;2011;9;27;3.1;1808;0.0;21.1;11.7;30.6;
31035002;2011;9;28;4.0;1793;0.0;22.3;14.3;30.4;
31035002;2011;9;29;3.6;1764;0.0;20.7;11.2;29.2;
31035002;2011;9;30;3.6;1768;0.0;19.7;10.4;28.2;
31035002;2011;10;1;3.9;1802;0.0;20.1;12.3;28.2;
31035002;2011;10;2;2.8;1799;0.0;18.5;7.9;31.1;
31035002;2011;10;3;2.7;1721;0.0;18.7;8.9;29.6;
31035002;2011;10;4;2.9;1668;0.0;20.0;11.8;28.2;
31035002;2011;10;5;2.5;1447;0.0;18.1;13.4;24.2;
31035002;2011;10;6;2.4;1418;5.0;17.6;10.3;25.0;
31035002;2011;10;7;2.9;1196;0.0;14.7;13.1;17.4;
31035002;2011;10;8;2.6;1281;0.0;13.9;10.0;18.0;
31035002;2011;10;9;2.5;1103;0.0;16.2;12.8;19.6;
31035002;2011;10;10;2.1;1579;0.0;17.4;11.0;24.4;
31035002;2011;10;11;2.2;1565;0.0;17.4;9.3;26.4;
31035002;2011;10;12;2.2;1569;0.0;17.1;9.1;25.3;
31035002;2011;10;13;2.3;1546;0.0;15.5;12.0;21.1;
31035002;2011;10;14;1.8;1536;0.0;14.2;6.2;23.0;
31035002;2011;10;15;2.4;1499;0.0;16.2;8.5;23.2;
31035002;2011;10;16;1.8;1478;0.0;14.6;6.8;23.7;
31035002;2011;10;17;1.7;1456;0.5;13.9;5.9;23.8;
31035002;2011;10;18;1.6;1417;0.0;14.4;5.6;23.1;
31035002;2011;10;19;1.1;322;4.5;12.9;11.7;17.2;
31035002;2011;10;20;1.6;1363;0.0;9.8;6.4;15.0;
31035002;2011;10;21;1.1;1417;0.0;6.9;0.2;15.3;
31035002;2011;10;22;1.7;1390;0.0;13.9;3.4;20.2;
31035002;2011;10;23;2.8;1297;0.0;16.1;13.3;20.7;
31035002;2011;10;24;2.8;628;2.5;16.9;15.1;20.8;
31035002;2011;10;25;1.2;710;3.5;11.7;10.0;18.4;
31035002;2011;10;26;1.6;1280;0.0;11.6;3.1;19.3;
31035002;2011;10;27;1.8;280;0.5;16.2;12.8;19.4;
31035002;2011;10;28;0.2;172;8.0;13.8;12.7;15.0;
31035002;2011;10;29;0.5;235;0.0;13.8;13.2;15.4;
31035002;2011;10;30;1.0;872;0.0;14.1;11.1;19.7;
31035002;2011;10;31;1.1;1131;0.0;14.2;8.3;19.8;
31035002;2011;11;1;0.8;258;0.5;14.4;13.0;16.6;
31035002;2011;11;2;1.5;858;0.0;17.9;9.8;23.1;
31035002;2011;11;3;2.5;456;1.0;17.7;15.0;21.7;
31035002;2011;11;4;0.9;681;4.5;14.1;8.8;19.4;
31035002;2011;11;5;0.7;300;8.0;12.7;12.1;14.0;
31035002;2011;11;6;0.4;188;10.5;13.5;12.5;14.8;
31035002;2011;11;7;0.2;113;0.5;12.6;12.7;13.4;
31035002;2011;11;8;0.6;826;0.5;10.6;7.1;16.3;
31035002;2011;11;9;0.8;1047;0.0;11.8;5.1;19.4;
31035002;2011;11;10;0.9;524;0.0;14.7;11.9;18.6;
31035002;2011;11;11;1.0;839;0.0;15.6;11.8;18.3;
31035002;2011;11;12;1.4;840;0.0;16.9;14.3;20.2;
31035002;2011;11;13;2.2;951;0.5;15.5;13.9;18.1;
31035002;2011;11;14;2.0;888;0.0;14.7;12.7;17.5;
31035002;2011;11;15;1.7;612;3.0;14.7;13.9;17.2;
31035002;2011;11;16;1.0;695;0.0;12.5;10.7;16.0;
31035002;2011;11;17;0.5;877;0.5;11.1;7.7;16.7;
31035002;2011;11;18;0.4;860;0.0;10.2;3.9;15.5;
31035002;2011;11;19;1.2;910;0.5;14.3;10.6;18.6;
31035002;2011;11;20;1.6;656;0.0;15.4;13.8;19.0;
31035002;2011;11;21;1.3;591;0.0;14.3;13.4;17.5;
31035002;2011;11;22;0.7;352;0.0;13.0;10.9;16.3;
31035002;2011;11;23;0.4;842;0.0;12.0;8.0;15.9;
31035002;2011;11;24;0.2;174;0.0;8.4;7.7;9.6;
31035002;2011;11;25;0.2;202;0.0;7.0;4.8;8.5;
31035002;2011;11;26;0.3;410;0.5;7.1;6.1;8.9;
31035002;2011;11;27;0.3;193;0.0;6.6;5.6;8.5;
31035002;2011;11;28;0.3;172;0.0;6.3;5.2;7.2;
31035002;2011;11;29;0.0;798;0.0;9.5;1.7;15.9;
31035002;2011;11;30;0.2;566;0.5;8.1;3.5;14.1;
31035002;2011;12;1;0.2;679;0.0;9.7;1.9;16.1;
31035002;2011;12;2;0.4;251;0.0;9.8;6.6;11.9;
31035002;2011;12;3;0.6;357;4.5;9.6;7.2;12.0;
31035002;2011;12;4;0.9;451;0.0;12.4;9.5;15.3;
31035002;2011;12;5;0.7;295;2.5;10.9;9.4;12.3;
31035002;2011;12;6;0.4;372;7.0;10.2;7.8;12.1;
31035002;2011;12;7;0.9;338;0.5;12.0;9.8;14.9;
31035002;2011;12;8;0.5;433;0.0;10.8;9.4;14.3;
31035002;2011;12;9;0.2;453;0.0;7.1;3.8;12.6;
31035002;2011;12;10;0.1;720;0.5;7.3;2.9;15.1;
31035002;2011;12;11;0.1;653;1.0;7.1;1.9;13.5;
31035002;2011;12;12;0.6;470;0.5;8.8;7.5;12.5;
31035002;2011;12;13;0.4;535;0.0;8.6;3.9;12.9;
31035002;2011;12;14;0.5;172;0.5;8.4;4.8;11.7;
31035002;2011;12;15;0.5;299;1.0;8.3;3.7;11.5;
31035002;2011;12;16;1.7;204;9.5;9.0;6.5;15.5;
31035002;2011;12;17;0.8;412;3.0;6.7;5.6;8.6;
31035002;2011;12;18;0.7;477;0.0;5.3;4.4;7.9;
31035002;2011;12;19;0.4;292;2.0;5.7;1.1;9.2;
31035002;2011;12;20;0.5;156;6.0;10.0;6.9;12.2;
31035002;2011;12;21;0.4;170;6.0;10.8;8.2;13.1;
31035002;2011;12;22;0.7;253;0.5;10.5;10.7;12.5;
31035002;2011;12;23;0.2;245;1.0;6.9;3.2;10.4;
31035002;2011;12;24;0.6;641;0.0;6.6;5.3;9.2;
31035002;2011;12;25;0.0;776;0.0;2.3;-1.9;8.4;
31035002;2011;12;26;0.2;589;0.0;2.6;-2.2;11.0;
31035002;2011;12;27;0.1;792;0.5;4.0;-1.5;12.8;
31035002;2011;12;28;0.0;612;3.0;5.5;-2.3;12.0;
31035002;2011;12;29;0.4;732;0.0;7.1;5.0;9.1;
31035002;2011;12;30;0.6;294;2.5;8.4;6.0;10.9;
31035002;2011;12;31;0.4;203;1.0;11.4;8.5;12.7;
31035002;2012;1;1;0.6;513;0.0;11.9;10.6;15.9;
31035002;2012;1;2;0.5;252;15.0;8.8;7.0;10.5;
31035002;2012;1;3;0.3;640;1.0;8.4;3.1;14.2;
31035002;2012;1;4;0.6;563;0.0;10.4;6.1;12.5;
31035002;2012;1;5;0.9;229;6.0;10.4;6.7;12.9;
31035002;2012;1;6;0.9;550;0.0;8.3;7.3;10.7;
31035002;2012;1;7;0.3;378;0.5;8.1;2.9;11.9;
31035002;2012;1;8;0.7;355;1.0;9.1;8.6;11.5;
31035002;2012;1;9;0.6;291;0.0;6.3;5.0;8.2;
31035002;2012;1;10;0.0;828;0.5;2.9;-1.8;10.3;
31035002;2012;1;11;0.0;825;0.0;3.0;-2.2;10.6;
31035002;2012;1;12;0.2;433;0.5;0.8;-1.3;7.1;
31035002;2012;1;13;0.1;153;0.0;2.1;-0.2;4.3;
31035002;2012;1;14;0.2;179;0.0;1.9;1.1;2.7;
31035002;2012;1;15;0.4;765;0.0;3.1;0.5;8.6;
31035002;2012;1;16;0.2;588;0.5;5.0;0.0;9.6;
31035002;2012;1;17;0.3;717;0.0;5.2;3.0;10.3;
31035002;2012;1;18;0.3;608;0.0;5.0;1.5;10.7;
31035002;2012;1;19;0.2;463;0.0;7.6;0.7;12.9;
31035002;2012;1;20;0.8;451;1.0;10.3;9.4;12.6;
31035002;2012;1;21;0.8;313;2.5;10.6;8.3;13.0;
31035002;2012;1;22;0.8;596;1.0;11.2;9.8;14.3;
31035002;2012;1;23;0.6;280;0.5;9.1;8.4;10.3;
31035002;2012;1;24;0.8;455;0.0;8.1;6.9;10.2;
31035002;2012;1;25;0.3;660;0.0;5.9;1.6;10.9;
31035002;2012;1;26;0.3;734;0.5;6.7;0.4;13.5;
31035002;2012;1;27;0.8;459;0.0;7.9;6.7;10.6;
31035002;2012;1;28;0.8;518;1.0;5.2;4.4;9.8;
31035002;2012;1;29;0.9;311;0.0;3.3;1.9;4.9;
31035002;2012;1;30;0.4;1003;0.0;2.6;-0.9;6.8;
31035002;2012;1;31;0.5;193;7.5;3.8;1.0;6.9;
31035002;2012;2;1;0.5;524;0.0;0.5;-0.8;3.0;
31035002;2012;2;2;0.8;345;0.0;-2.1;-2.7;-0.9;
